wspec,mspec
4011.17786982,17.455564414821552
4012.10560289,18.797131249128824
4013.03343903,19.76209383180622
4013.96137824,20.58557833154402
4014.8892143799994,21.358469987517278
4015.8172566599997,21.821310118081453
4016.74498973,22.672870885718417
4017.6727227999995,24.107278030725436
4018.6007650799997,24.895173691980506
4019.52849815,24.996227500470518
4020.45654043,25.380075027665562
4021.38437657,26.231336840588604
4022.31210964,27.087923820750692
4023.24015192,27.450588086834877
4024.1678849899995,28.119717389021368
4025.0959272699997,28.799009280121503
4026.02366034,28.65168826372607
4026.95149648,28.48615152007589
4027.87953876,28.97821546426392
4028.80727183,30.074956310658713
4029.7353141099998,31.024366565090133
4030.6630471799995,31.4348453844616
4031.59078025,31.956988431176363
4032.51882253,32.12630877397044
4033.44665867,31.942591315851566
4034.37459788,31.31668772786701
4035.30243402,31.22413073258884
4036.2301670899997,31.68927758980565
4037.1582093699994,31.63834884458069
4038.08594244,31.745750365188584
4039.01398472,31.826098028190824
4039.94182086,31.5113408846338
4040.8695539299997,31.252494247046464
4041.79759621,30.897057216350372
4042.7253292799996,31.171897072621203
4043.6533715599994,31.730201182432136
4044.58110463,31.77948288166863
4045.5089407699998,31.676283060562877
4046.43687998,31.71424011641613
4047.3647161199997,31.31639187649303
4048.2927584,30.78513531843263
4049.2204914699996,30.60352599405143
4050.14822454,30.020008231699208
4051.07626682,29.131441823233835
4052.00410296,28.70491638217812
4052.93204217,27.434542146620984
4053.8598783099997,24.55067305408299
4054.78761138,21.874353700721873
4055.7156536599996,21.47458389783636
4056.6433867299997,23.490453048227543
4057.57142901,26.607819184102592
4058.4991620799997,29.131847003040487
4059.42699822,30.288847412896004
4060.3550404999996,30.741212378235037
4061.28277357,30.76536464434654
4062.2108158499996,31.094674994101354
4063.1385489199997,31.442245661206286
4064.06638506,31.412314706606274
4064.9943242699997,31.07580149468354
4065.92216041,30.982402957046745
4066.8502026899996,31.47362436968634
4067.7779357599998,32.01924775844786
4068.70566883,32.011911256659296
4069.6337111099997,31.65434714868622
4070.56144418,31.468616553285877
4071.4894864599996,31.338290347661935
4072.4173226,31.398907267348882
4073.3450556699995,31.351994278838937
4074.27309795,30.872233535374917
4075.20083102,30.18118788255538
4076.1288732999997,30.185413092482083
4077.05660637,30.543016884032966
4077.9844425099996,29.911992195795687
4078.91248479,28.727597121021642
4079.84021786,27.856155459911363
4080.76826014,27.459824494303934
4081.69599321,27.483120868078412
4082.62382935,26.911938566041727
4083.55176856,25.11730654874362
4084.4796046999995,23.52597759600627
4085.4076469799998,22.80613946845725
4086.33538005,21.90658642932476
4087.2631131199996,20.73399914557446
4088.1911554,19.426712075942913
4089.1188884699995,17.688515306198486
4090.04693075,15.691527833625672
4090.9747668899995,14.142091819737411
4091.90249996,13.310993495032328
4092.83054224,13.287337042652094
4093.75827531,14.185826236291081
4094.68631759,15.478557667617164
4095.6140506599995,16.768652874516537
4096.5418868,18.14918115429512
4097.46992908,19.77319457864016
4098.39766215,21.41652005689661
4099.32570443,22.691616806006337
4100.2534375,23.92926474930155
4101.18127364,25.1192856381998
4102.1092128499995,26.23956216608336
4103.03704899,27.176806826618904
4103.96509127,28.031556637193813
4104.89282434,28.319219359804716
4105.82055741,28.470777045641196
4106.7485996899995,29.157477322411605
4107.676332759999,30.12070651210795
4108.6043750399995,30.54328712140927
4109.53221118,30.84166912329764
4110.45994425,31.252456235032827
4111.38798653,31.977769178316667
4112.3157196,32.48118109854315
4113.2437618799995,32.24953440705001
4114.171494949999,32.59735715316715
4115.099331089999,33.44254432000479
4116.02737337,34.163096097426205
4116.95510644,34.34828108180323
4117.88314872,34.23421214896321
4118.81088179,34.146216945702484
4119.738717929999,33.849992069041676
4120.666657139999,33.33271651913365
4121.594493279999,33.15534213609549
4122.52253556,33.737311436354624
4123.45026863,34.548107058605545
4124.3780017,35.17495573524084
4125.30604398,35.37407411468362
4126.23377705,35.53482104984894
4127.16181933,35.63047013962687
4128.089655469999,34.86762525978405
4129.01738854,33.788690390484
4129.94543082,33.69616484776063
4130.87316389,34.57446040684158
4131.80120617,35.447461303498955
4132.72893924,35.92931655060415
4133.65677538,35.77852854863837
4134.584817659999,35.78010500920124
4135.51255073,36.1389694696698
4136.44059301,36.2115434577609
4137.36832608,36.005285836537844
4138.29616222,35.86338131639884
4139.22410143,36.24825648169648
4140.15193757,36.604262681872775
4141.079979849999,36.43261211260264
4142.00771292,36.20260283751761
4142.93544599,36.41946334726927
4143.86348827,36.98562374207541
4144.79132441,36.992720780934526
4145.71926362,36.53217912479283
4146.64709976,36.455140856516536
4147.57483283,36.55502330630448
4148.50287511,36.11219570478094
4149.43060818,35.669249561444325
4150.35865046,35.99586646437804
4151.28638353,36.65205895269671
4152.21421967,37.18817294247874
4153.14226195,37.34123596758857
4154.06999502,36.861937026801634
4154.9980373,35.93021676801808
4155.92577037,35.47340382648414
4156.85360651,35.60567763025423
4157.78154572,35.95180480575899
4158.70938186,36.19451031225584
4159.63742414,36.44381817631245
4160.56515721,36.80517765092234
4161.492890279999,37.30359825335454
4162.4209325599995,37.969436746999534
4163.3487687,37.98243437812105
4164.27670791,37.40018855001556
4165.20454405,37.277920971154
4166.13227712,37.32342336350159
4167.0603194,37.3523603736123
4167.988052469999,37.483959875015074
4168.9160947499995,36.81052153137274
4169.84393089,35.40018233119533
4170.77166396,34.46499358552113
4171.69970624,34.84237236228124
4172.62743931,36.050407158593444
4173.5554815899995,37.055463800047775
4174.483214659999,37.237499756980235
4175.411050799999,37.18167230699389
4176.33899001,37.25359419321211
4177.26682615,37.16751976835326
4178.19486843,36.93556438162461
4179.1226015,36.56789915722435
4180.05033457,36.16663719183709
4180.978376849999,36.238892742167984
4181.906212989999,36.37281235950776
4182.8341522,36.19857012918644
4183.76198834,36.12196034556445
4184.68972141,36.391275222429215
4185.61776369,36.86679821656544
4186.54549676,37.16682467616029
4187.473539039999,36.673196592591864
4188.401375179999,35.53705797318988
4189.32910825,34.380722590103694
4190.25715053,34.43423792957685
4191.1848836,35.545695277027555
4192.11292588,36.00491153857958
4193.04065895,35.75767093400142
4193.96849509,36.344399033778764
4194.896537369999,37.60225170064931
4195.82427044,37.71324416336396
4196.75231272,36.26280321029274
4197.68004579,34.83510738598561
4198.60788193,34.82707397023134
4199.53582114,35.769557184890175
4200.46365728,36.05138448358399
4201.391699559999,35.297800051915544
4202.31943263,34.18155679464903
4203.2471657,32.99284013644668
4204.17520798,32.69646478959114
4205.10304412,33.31595601203238
4206.03098333,34.12033657795225
