jd,fnu_microJy,fnu_microJy_unc,passband,programid,fcqfid,N_baseline,pre_or_post,zpdiff,C,sys_unc_factor,poor_conditions
2458641.8748843,0.8610741104687754,2.4056211508511987,ZTF_r,3,4341202,349,-1,26.274,1,1,0
2458641.8753356,3.5249497344694314,2.4895753639299243,ZTF_r,3,4341202,349,-1,26.259,1,1,0
2458641.875787,2.49105969090751,2.1905727686886545,ZTF_r,3,4341202,349,-1,26.2624,1,1,0
2458641.8762384,0.828454414265971,2.532711086968387,ZTF_r,3,4341202,349,-1,26.2625,1,1,0
2458641.8766898,1.2732327206836798,2.2466091775209605,ZTF_r,3,4341202,349,-1,26.2565,1,1,0
2458641.8771412,2.3814085477975517,2.3357378328633733,ZTF_r,3,4341202,349,-1,26.26,1,1,0
2458641.8775926,-0.9683091691447042,2.12880447369024,ZTF_r,3,4341202,349,-1,26.2602,1,1,0
2458641.878044,-2.9043985496515714,1.8610276969923742,ZTF_r,3,4341202,349,-1,26.2611,1,1,0
2458641.8784954,-0.053054508489160615,2.2176508346471118,ZTF_r,3,4341202,349,-1,26.2547,1,1,0
2458641.8789468,-5.2009592932938995,2.328841313718588,ZTF_r,3,4341202,349,-1,26.2672,1,1,0
2458641.8793981,-1.950591945579056,2.086485507392449,ZTF_r,3,4341202,349,-1,26.2645,1,1,0
2458641.8798495,1.4535905658521628,2.1399267593585543,ZTF_r,3,4341202,349,-1,26.263,1,1,0
2458641.8803009,1.370421846783598,2.0885657371925914,ZTF_r,3,4341202,349,-1,26.258,1,1,0
2458641.8807523,-2.4341350225788756,2.2894315657801947,ZTF_r,3,4341202,349,-1,26.2566,1,1,0
2458641.8812037,0.7846374665363613,1.8423756596989136,ZTF_r,3,4341202,349,-1,26.254,1,1,0
2458641.8816551,0.8481871804581036,1.9265539822788347,ZTF_r,3,4341202,349,-1,26.2732,1,1,0
2458641.8821065,-0.7641799027350055,2.0979714357653454,ZTF_r,3,4341202,349,-1,26.2657,1,1,0
2458641.8825579,1.6042302779768192,2.1316013866469437,ZTF_r,3,4341202,349,-1,26.265,1,1,0
2458641.8830093,0.10473147870413071,1.9690232996971482,ZTF_r,3,4341202,349,-1,26.26,1,1,0
2458641.8834606,0.8117894206281304,2.086207146840688,ZTF_r,3,4341202,349,-1,26.2716,1,1,0
2458641.883912,-4.893244645249552,1.939580304032917,ZTF_r,3,4341202,349,-1,26.2701,1,1,0
2458641.8843634,0.06787918019397114,2.3440801465858567,ZTF_r,3,4341202,349,-1,26.2579,1,1,0
2458641.8848148,0.10687114425596166,2.185384332027241,ZTF_r,3,4341202,349,-1,26.2685,1,1,0
2458641.8852662,-0.8638974995257214,2.269744314047413,ZTF_r,3,4341202,349,-1,26.2557,1,1,0
2458641.8857176,2.535052878956839,2.2970751300960557,ZTF_r,3,4341202,349,-1,26.2603,1,1,0
2458641.886169,-3.8916169301932317,1.9895560750297552,ZTF_r,3,4341202,349,-1,26.2634,1,1,0
2458641.8866204,-4.810508962000161,2.0061800499278304,ZTF_r,3,4341202,349,-1,26.2647,1,1,0
2458641.8870718,-0.06269950533301456,2.2269378858974416,ZTF_r,3,4341202,349,-1,26.269,1,1,0
2458641.8875231,-3.8853731262273343,1.8444316504642955,ZTF_r,3,4341202,349,-1,26.2564,1,1,0
2458641.8879745,0.33131916312152815,2.0908832769643766,ZTF_r,3,4341202,349,-1,26.2553,1,1,0
2458641.8884259,-0.9845662867694027,2.0907716863970136,ZTF_r,3,4341202,349,-1,26.2604,1,1,0
2458641.8888773,-1.157829391447714,2.1605791314988583,ZTF_r,3,4341202,349,-1,26.2661,1,1,0
2458641.8893287,4.015570022393694,2.2111246087444245,ZTF_r,3,4341202,349,-1,26.2646,1,1,0
2458641.8897801,-0.3208316383287863,2.608816111663529,ZTF_r,3,4341202,349,-1,26.2578,1,1,0
2458641.8902315,0.052539616193873866,2.163728570157187,ZTF_r,3,4341202,349,-1,26.2621,1,1,0
2458641.8906829,-1.9098209155005494,2.1874146232955187,ZTF_r,3,4341202,349,-1,26.2549,1,1,0
2458641.8911343,1.8597165104484417,2.363178857053633,ZTF_r,3,4341202,349,-1,26.2572,1,1,0
2458641.8915856,-2.7614080812367208,2.338356117924259,ZTF_r,3,4341202,349,-1,26.2635,1,1,0
2458641.8920486,-1.290246852781263,2.342312663013981,ZTF_r,3,4341202,349,-1,26.2605,1,1,0
2458641.8925,1.3205037476984431,2.3517523870770556,ZTF_r,3,4341202,349,-1,26.2595,1,1,0
2458641.8929514,0.6218037130410964,2.6397328190198217,ZTF_r,3,4341202,349,-1,26.2536,1,1,0
2458641.8934028,-1.105826015391974,2.1966214022967687,ZTF_r,3,4341202,349,-1,26.2587,1,1,0
2458641.8938542,-1.6720169331748205,1.9225311873945523,ZTF_r,3,4341202,349,-1,26.2729,1,1,0
2458641.8943056,1.4267236343108445,2.461877847204198,ZTF_r,3,4341202,349,-1,26.2516,1,1,0
2458641.8947569,0.9399105870419633,2.3088980894145106,ZTF_r,3,4341202,349,-1,26.2675,1,1,0
2458641.8952083,3.9460133159665043,2.3723185228045165,ZTF_r,3,4341202,349,-1,26.2588,1,1,0
2458641.8956597,0.9773393556714122,2.0983937483063566,ZTF_r,3,4341202,349,-1,26.2692,1,1,0
2458641.8961111,2.093568555065841,2.358740741094518,ZTF_r,3,4341202,349,-1,26.2565,1,1,0
2458641.8965625,0.8309783069581042,2.1542719445742593,ZTF_r,3,4341202,349,-1,26.264,1,1,0
2458641.8970139,1.9564415380746196,2.0989518320826774,ZTF_r,3,4341202,349,-1,26.2611,1,1,0
2458641.8974653,-1.8640789733876113,2.276942662592677,ZTF_r,3,4341202,349,-1,26.2635,1,1,0
2458641.8979167,2.660251565972181,2.4899770015806713,ZTF_r,3,4341202,349,-1,26.2594,1,1,0
2458642.7754514,-0.2938831445535412,2.5286517494239877,ZTF_r,1,4341202,349,-1,26.2696,1,1,0
2458642.8838426,-1.511061905163175,2.535500874768763,ZTF_g,1,4341201,74,-1,26.2458,0,1,0
2458645.8131944,4.127880079529407,3.7308251969785604,ZTF_r,1,4341202,349,-1,26.247,1,1,0
2458645.9052083,1.9376263879608566,2.8255509396041125,ZTF_g,1,4341201,74,-1,26.182,0,1,0
2458648.8583912,-8.304741782816057,8.165369518207148,ZTF_g,1,4341201,74,-1,26.215,0,1,0
2458651.8463889,6.94567958780124,16.685941316379203,ZTF_r,1,4341202,349,-1,26.2319,1,1,1
2458651.9448611,-33.93132941649815,22.567721641091406,ZTF_g,1,4341201,74,-1,26.1561,0,1,1
2458654.7960417,-7.492403407699024,8.926332549730661,ZTF_g,1,4341201,74,-1,26.192,0,1,0
2458654.8575116,-0.7167210072760061,6.943776963804312,ZTF_r,1,4341202,349,-1,26.2338,1,1,0
2458667.7321181,-5.364314778799907,2.6974452728552514,ZTF_r,2,4341202,349,-1,26.2669,1,1,0
2458667.7325694,2.018393185407007,2.982534391588346,ZTF_r,2,4341202,349,-1,26.2756,1,1,0
2458667.750787,2.123754820825037,2.5036833115212245,ZTF_r,2,4341202,349,-1,26.2747,1,1,0
2458667.7554398,-2.1881486972118194,3.2738054703243593,ZTF_r,2,4341202,349,-1,26.2861,1,1,0
2458667.7564352,-1.5455047839148337,2.7696633819941763,ZTF_r,2,4341202,349,-1,26.2688,1,1,0
2458667.7573495,-3.857854332178089,3.104962835461502,ZTF_r,2,4341202,349,-1,26.29,1,1,0
2458667.7587847,-4.409795886759959,3.0317908310724255,ZTF_r,2,4341202,349,-1,26.2799,1,1,0
2458667.766331,1.9816255478418072,2.6218286321589765,ZTF_r,2,4341202,349,-1,26.2853,1,1,0
2458667.7834028,1.949722938561482,3.5904986211503855,ZTF_r,2,4341202,349,-1,26.2826,1,1,0
2458667.7838542,-1.0263467531103112,3.365357123663703,ZTF_r,2,4341202,349,-1,26.2842,1,1,0
2458667.7843056,-2.734073720010811,3.2602903188591097,ZTF_r,2,4341202,349,-1,26.2907,1,1,0
2458667.7904977,0.5251029694469369,3.253947822057912,ZTF_r,2,4341202,349,-1,26.2797,1,1,0
2458667.7909491,-2.478915989171248,3.338690885436277,ZTF_r,2,4341202,349,-1,26.28,1,1,0
2458668.7139931,-3.3962092322725064,2.700217839795463,ZTF_r,2,4341202,349,-1,26.2615,1,1,0
2458668.7144444,5.129410788207146,2.5142030947170086,ZTF_r,2,4341202,349,-1,26.2594,1,1,0
2458668.7302083,1.9755200901632497,2.875120663509136,ZTF_r,2,4341202,349,-1,26.2648,1,1,0
2458668.7338079,-4.858529549966911,2.8192255013045218,ZTF_r,2,4341202,349,-1,26.2713,1,1,0
2458668.7385301,-0.4293292325372964,2.2996313574954073,ZTF_r,2,4341202,349,-1,26.2717,1,1,0
2458668.7478588,3.363111817750244,2.1725345598622257,ZTF_r,2,4341202,349,-1,26.2807,1,1,0
2458668.7501968,-3.840221337832849,2.36224511984799,ZTF_r,2,4341202,349,-1,26.273,1,1,0
2458668.7506366,2.4768819647523017,2.214134812669058,ZTF_r,2,4341202,349,-1,26.2728,1,1,0
2458668.7564815,-0.22867178834753082,2.8198483733566126,ZTF_r,2,4341202,349,-1,26.2737,1,1,0
2458668.7593981,0.41641873209247804,2.1972206393340796,ZTF_r,2,4341202,349,-1,26.278,1,1,0
2458668.7603009,0.41740150875007537,2.458813910034292,ZTF_r,2,4341202,349,-1,26.2745,1,1,0
2458668.7663542,0.8589873965004348,2.4732014465963315,ZTF_r,2,4341202,349,-1,26.2786,1,1,0
2458668.7668056,-0.054247409135479326,2.2102383584401655,ZTF_r,2,4341202,349,-1,26.2765,1,1,0
2458668.8163657,1.9247605210857552,2.843569195304593,ZTF_r,1,4341202,349,-1,26.2795,1,1,0
2458669.715162,0.6083759108448054,3.7534900043711374,ZTF_r,2,4341202,349,-1,26.2621,1,1,0
2458669.7156134,5.811916747328694,3.543750201477425,ZTF_r,2,4341202,349,-1,26.2562,1,1,0
2458669.7273611,-0.7031521994223072,3.309761255243942,ZTF_r,2,4341202,349,-1,26.2679,1,1,0
2458669.7309606,2.8765644879074594,2.578500559392443,ZTF_r,2,4341202,349,-1,26.2607,1,1,0
2458669.745544,-5.591270923666684,3.019028580709565,ZTF_r,2,4341202,349,-1,26.2722,1,1,0
2458669.7465278,0.5146109389743357,2.452200334762646,ZTF_r,2,4341202,349,-1,26.2683,1,1,0
2458669.7615972,-1.9155465629213966,3.254533081776223,ZTF_r,2,4341202,349,-1,26.2798,1,1,0
2458669.7644213,-0.5984976992169639,2.7403994166753685,ZTF_r,2,4341202,349,-1,26.2678,1,1,0
2458669.7648727,-3.4327922977699603,3.0672305046652877,ZTF_r,2,4341202,349,-1,26.2831,1,1,0
2458669.7663426,-1.6881064430249821,2.6327291036306923,ZTF_r,2,4341202,349,-1,26.271,1,1,0
2458669.7729861,2.2516262405717544,3.3315885438806827,ZTF_r,2,4341202,349,-1,26.2724,1,1,0
2458669.7734375,1.0500787230910984,2.7311881232183994,ZTF_r,2,4341202,349,-1,26.27,1,1,0
2458670.7139468,0.34799642490781546,4.339692685334139,ZTF_r,2,4341202,349,-1,26.215,1,1,0
2458670.7143981,-1.185170772412727,4.435139010439042,ZTF_r,2,4341202,349,-1,26.2089,1,1,0
2458670.7245949,6.93709465849827,3.697521886991788,ZTF_r,2,4341202,349,-1,26.2482,1,1,0
2458670.7278819,-3.626375597967241,3.456041392368394,ZTF_r,2,4341202,349,-1,26.2514,1,1,0
2458670.7321296,0.13398104359699717,3.4974296355047674,ZTF_r,2,4341202,349,-1,26.2493,1,1,0
2458670.7370602,-1.0254180970972384,3.0325560009737336,ZTF_r,2,4341202,349,-1,26.2409,1,1,0
2458670.7458449,3.748610385845877,3.7423182291259125,ZTF_r,2,4341202,349,-1,26.251,1,1,0
2458670.7494097,1.2780604465997765,3.1177483795057888,ZTF_r,2,4341202,349,-1,26.2526,1,1,0
2458670.7590856,3.3111269587522743,3.042495220612688,ZTF_r,2,4341202,349,-1,26.2627,1,1,0
2458670.7758218,5.017124638419497,2.580162229127017,ZTF_r,2,4341202,349,-1,26.2576,1,1,0
2458670.7762731,5.9239927229521365,2.5980286922032185,ZTF_r,2,4341202,349,-1,26.2591,1,1,0
2458671.7138773,-2.539179764982596,4.413025539718105,ZTF_r,2,4341202,349,-1,26.2572,1,1,0
2458671.7143287,4.2788376231725405,4.144216472958503,ZTF_r,2,4341202,349,-1,26.2478,1,1,0
2458671.7218981,3.6310140338153465,3.776921002871792,ZTF_r,2,4341202,349,-1,26.2496,1,1,0
2458671.7223495,-0.6577850693297099,3.534315960986661,ZTF_r,2,4341202,349,-1,26.2736,1,1,0
2458671.7273843,2.244196028081029,3.1607238822964816,ZTF_r,2,4341202,349,-1,26.2649,1,1,0
2458671.7387037,-1.0368370289587665,3.329865185472661,ZTF_r,2,4341202,349,-1,26.1306,1,1,0
2458671.7406829,0.9052628261385827,3.3540567254291624,ZTF_r,2,4341202,349,-1,26.2666,1,1,0
2458671.7431134,4.797039187829154,3.2590140478677285,ZTF_r,2,4341202,349,-1,26.2719,1,1,0
2458671.7533449,-0.696629822817652,2.172847997035091,ZTF_r,2,4341202,349,-1,26.2774,1,1,0
2458671.7603819,-2.2970577097676177,2.5648693599140344,ZTF_r,2,4341202,349,-1,26.2753,1,1,0
2458671.7622801,-0.19353290128385423,2.0511332666064144,ZTF_r,2,4341202,349,-1,26.2753,1,1,0
2458671.7691898,-0.7863196367102573,2.6366608530382396,ZTF_r,2,4341202,349,-1,26.2714,1,1,0
2458671.7696412,-2.955586761353077,2.425603836726926,ZTF_r,2,4341202,349,-1,26.2372,1,1,0
2458671.7815394,-1.3794414734367955,2.447810875668732,ZTF_g,1,4341201,74,-1,26.228,0,1,0
2458672.737581,0.7370458894879968,2.4726300250717665,ZTF_r,2,4341202,349,-1,26.2341,1,1,0
2458672.7380324,-0.5707447358051552,2.494674973676948,ZTF_r,2,4341202,349,-1,26.2304,1,1,0
2458672.7540856,1.380853374678889,2.3527317670687076,ZTF_r,2,4341202,349,-1,26.2382,1,1,0
2458672.7725694,1.0589570910052606,2.400284465526968,ZTF_r,2,4341202,349,-1,26.2434,1,1,0
2458672.7755093,6.394613745721243,3.5053241675059628,ZTF_r,2,4341202,349,-1,26.2398,1,1,0
2458672.7774306,-2.7853947611266823,2.7032345147577668,ZTF_r,2,4341202,349,-1,26.2394,1,1,0
2458672.7798032,-0.02290259004901679,3.102354538229185,ZTF_r,2,4341202,349,-1,26.2492,1,1,0
2458672.7837037,0.37799866903685464,2.606737512029931,ZTF_r,2,4341202,349,-1,26.239,1,1,0
2458672.7875463,1.2651086691480593,2.766058954113392,ZTF_r,2,4341202,349,-1,26.2427,1,1,0
2458672.7879977,1.945645788883144,2.662123116344471,ZTF_r,2,4341202,349,-1,26.2448,1,1,0
2458673.7345833,1.2515530861854058,2.1501609916331734,ZTF_r,2,4341202,349,-1,26.2747,1,1,0
2458673.7350347,-0.039814732312043924,2.2362938791521505,ZTF_r,2,4341202,349,-1,26.2714,1,1,0
2458673.7426157,0.45756888097758286,2.1675448196057396,ZTF_r,2,4341202,349,-1,26.2861,1,1,0
2458673.7462037,-2.918764079867311,2.4357824955189207,ZTF_r,2,4341202,349,-1,26.2779,1,1,0
2458673.7554514,-1.955503499510729,2.4419005027436125,ZTF_r,2,4341202,349,-1,26.2712,1,1,0
2458673.7588773,3.8421896367171304,2.6417815082868925,ZTF_r,2,4341202,349,-1,26.2732,1,1,0
2458673.7603472,-4.494355233499541,2.634510656801213,ZTF_r,2,4341202,349,-1,26.2669,1,1,0
2458673.7621991,-0.5833325622447358,2.129866832354953,ZTF_r,2,4341202,349,-1,26.2723,1,1,0
2458673.7708912,-0.30112648632825334,2.1167193034405285,ZTF_r,2,4341202,349,-1,26.2788,1,1,0
2458673.7882523,0.763285969150892,3.3925460735108524,ZTF_r,2,4341202,349,-1,26.2823,1,1,0
2458673.7887037,2.1607885322952876,2.6542386006897956,ZTF_r,2,4341202,349,-1,26.2794,1,1,0
2458674.7438426,-3.0716155065518724,3.0468314905565332,ZTF_r,2,4341202,349,-1,26.2678,1,1,0
2458674.744294,-0.6740420731453916,2.991300054254528,ZTF_r,2,4341202,349,-1,26.2714,1,1,0
2458674.7725463,1.9127967403286898,3.635945616325528,ZTF_r,2,4341202,349,-1,26.273,1,1,0
2458674.7735648,-6.616076894049512,3.9776804342203973,ZTF_r,2,4341202,349,-1,26.2723,1,1,0
2458674.7873611,2.687660634662685,3.189207413528563,ZTF_r,2,4341202,349,-1,26.2771,1,1,0
2458674.7878125,-2.0101684188252236,3.3432824793098646,ZTF_r,2,4341202,349,-1,26.2598,1,1,0
2458674.833588,3.697735814446836,2.720217429056469,ZTF_g,1,4341201,74,-1,26.2218,0,1,0
2458677.7532176,8.058843418854407,5.918502020372843,ZTF_r,1,4341202,349,-1,26.2472,1,1,0
2458677.8269792,-9.616499914883736,8.204597706929782,ZTF_g,1,4341201,74,-1,26.1703,0,1,0
2458680.7229051,9.567648745601787,12.648017169864739,ZTF_g,1,4341201,74,-1,26.2379,0,1,0
2458680.7729514,-9.291322768815245,8.217767473599828,ZTF_r,1,4341202,349,-1,26.2824,1,1,0
2458683.7085417,4.947522565306176,5.164516164673646,ZTF_g,1,4341201,74,-1,26.2194,0,1,0
2458685.7268866,1.7717909320393765,2.3257167289209577,ZTF_r,2,4341202,349,-1,26.2664,1,1,0
2458685.7455671,4.40588314484859,3.586339683878013,ZTF_r,2,4341202,349,-1,26.2675,1,1,0
2458685.7508565,1.6418710017899982,3.133924453608021,ZTF_r,2,4341202,349,-1,26.2646,1,1,0
2458685.7614005,0.27136651521550964,3.397244759819404,ZTF_r,2,4341202,349,-1,26.2806,1,1,0
2458685.7681829,-2.8357640931231267,3.1414993362575574,ZTF_r,2,4341202,349,-1,26.2551,1,1,0
2458685.7686343,3.374833631632855,2.902838575286504,ZTF_r,2,4341202,349,-1,26.2703,1,1,0
2458686.7832407,-5.036916728152888,4.109556848853917,ZTF_g,1,4341201,74,-1,26.1983,0,1,0
2458686.8101042,0.1118521614240261,3.4882476014450745,ZTF_r,1,4341202,349,-1,26.2291,1,1,0
2458690.6861574,-0.6666621649455996,2.422699285657719,ZTF_r,1,4341202,349,-1,26.1752,1,1,0
2458693.7100694,1.3442104731093432,6.665655754876373,ZTF_r,1,4341202,349,-1,25.7148,1,1,1
2458693.7528241,-0.9088597814735867,2.5018060218747262,ZTF_g,1,4341201,74,-1,26.2106,0,1,0
2458694.7390625,-0.794957616714982,2.8178975022534924,ZTF_r,2,4341202,349,-1,26.266,1,1,0
2458694.7395139,-3.255001758495445,2.5509198110548046,ZTF_r,2,4341202,349,-1,26.2586,1,1,0
2458694.7917593,20.294518496110904,6.107515802452911,ZTF_r,2,4341202,349,-1,25.7141,1,1,1
2458694.7922222,1.7373459664092465,8.721689823668884,ZTF_r,2,4341202,349,-1,25.4019,1,1,1
2458696.8380208,0.17954366490847506,2.790963359654779,ZTF_r,1,4341202,349,-1,26.1901,1,1,0
2458699.6890509,3.270445875444794,2.7121240387175414,ZTF_g,1,4341201,74,-1,26.1997,0,1,0
2458705.6520486,7.603909992717593,8.982558222560298,ZTF_r,1,4341202,349,-1,26.2443,1,1,0
2458705.7517361,11.890549576237007,7.773590927604364,ZTF_g,1,4341201,74,-1,26.1748,0,1,0
2458708.6690625,0.5401139005999828,8.768652683199962,ZTF_g,1,4341201,74,-1,26.2055,0,1,0
2458711.7342245,-3.128389479776291,6.932298680350188,ZTF_g,1,4341201,74,-1,26.2332,0,1,0
2458711.8128472,-3.7541512540009534,8.65421119315297,ZTF_r,1,4341202,349,-1,26.1898,1,1,0
2458716.668044,2.7013008961278144,2.287567184073851,ZTF_g,1,4341201,74,-1,26.2417,0,1,0
2458720.6398727,2.731239349957553,4.952163487814592,ZTF_r,1,4341202,349,-1,26.1885,1,1,0
2458720.6732639,-3.0901240999847515,3.419126161356822,ZTF_g,1,4341201,74,-1,26.1312,0,1,0
2458723.7000579,4.361583885293097,3.1776683633371867,ZTF_r,2,4341202,349,-1,26.2054,1,1,0
2458723.7005093,0.5151238795920463,2.5126872947681336,ZTF_r,2,4341202,349,-1,26.1953,1,1,0
2458723.7539005,-6.971097256658554,2.7825386647869346,ZTF_r,2,4341202,349,-1,26.1627,1,1,0
2458723.7543519,-1.17980135730916,2.4525967700579265,ZTF_r,2,4341202,349,-1,26.161,1,1,0
2458724.7139699,0.30806619538380603,3.342122668709283,ZTF_r,2,4341202,349,-1,26.2286,1,1,0
2458724.7144213,1.1097467599199478,3.2934200505754845,ZTF_r,2,4341202,349,-1,26.2344,1,1,0
2458724.7412153,6.128656222709938,3.2808278861964233,ZTF_r,2,4341202,349,-1,26.4492,1,1,1
2458724.7416667,6.84946341702446,3.52553411996859,ZTF_r,2,4341202,349,-1,26.3581,1,1,0
2458724.76,-3.264452120621064,4.1882573606696925,ZTF_g,1,4341201,74,-1,26.0757,0,1,0
2458728.6604282,-3.768479120056794,2.780578478629423,ZTF_g,2,4341201,74,-1,26.1436,0,1,0
2458728.7129167,0.1143579711587376,3.9192488838404365,ZTF_r,2,4341202,349,-1,26.1968,1,1,0
2458729.651412,-5.687509913017825,7.8585753876417375,ZTF_g,2,4341201,74,-1,25.3723,0,1,1
2458733.6675,-15.111319843854943,6.702353417166692,ZTF_g,1,4341201,74,-1,26.1797,0,1,0
2458733.7489931,-1.035649837919789,8.611777753221016,ZTF_r,1,4341202,349,-1,26.1547,1,1,0
2458738.6290741,-3.028391765853373,8.134899168054352,ZTF_g,1,4341201,74,-1,26.1904,0,1,0
2458741.6177083,9.865384890042847,6.730995239573873,ZTF_g,1,4341201,74,-1,26.1661,0,1,0
2458744.6166204,3.600935333256396,3.8627015912637717,ZTF_r,1,4341202,349,-1,26.2355,1,1,0
2458744.6287037,-0.8067396881871856,3.1630207923994433,ZTF_g,1,4341201,74,-1,26.2161,0,1,0
2458748.6360417,0.44706238663778547,4.242588406772719,ZTF_r,1,4341202,349,-1,26.2028,1,1,0
2458748.7061458,-2.6228559629675288,8.936650401675376,ZTF_g,1,4341201,74,-1,25.8241,0,1,0
2458751.6320949,-2.497894144684048,5.519267235835597,ZTF_r,1,4341202,349,-1,26.1682,1,1,0
2458757.6508333,-1.8440381534702215,5.327505065827852,ZTF_g,2,4341201,74,-1,26.107,0,1,0
2458761.6340972,5.90448463199372,6.778736157593212,ZTF_r,1,4341202,349,-1,26.2092,1,1,0
2458765.5988194,3.0546477908133127,9.54456515846811,ZTF_g,1,4341201,74,-1,26.114,0,1,0
2458768.6143403,-8.012151641181013,7.625776699193524,ZTF_r,1,4341202,349,-1,26.1801,1,1,0
2458771.6060995,2.0567092712728083,8.905213753506931,ZTF_g,1,4341201,74,-1,26.0632,0,1,0
2458774.6206481,5.84433526039331,5.8391128584312195,ZTF_g,1,4341201,74,-1,26.097,0,1,0
2458777.5874884,-8.54570867235787,10.970686510926265,ZTF_r,1,4341202,349,-1,26.1878,1,1,0
2458777.6072454,-0.21192382823063585,6.647377253248935,ZTF_g,1,4341201,74,-1,26.0841,0,1,0
2458781.5861574,11.182996009744128,12.827432538152014,ZTF_r,1,4341202,349,-1,26.1778,1,1,0
2458781.6076273,-5.061134292278849,8.668915733391243,ZTF_g,1,4341201,74,-1,26.0741,0,1,0
2458787.6141782,20.188405025589113,11.876735944158431,ZTF_r,1,4341202,349,-1,26.1466,1,1,1
2458792.6086806,-1.3678285771301886,8.300156968855621,ZTF_r,1,4341202,349,-1,26.0526,1,1,0
2458794.5793981,3.6267524744166866,8.96644726938253,ZTF_r,2,4341202,349,-1,26.1461,1,1,0
2458794.5843981,-13.660051044681687,9.096847702698426,ZTF_r,2,4341202,349,-1,26.115,1,1,0
2458794.5893866,-17.649551772546676,8.373771353319555,ZTF_r,2,4341202,349,-1,26.1295,1,1,0
2458794.594375,3.597326418883137,7.6830778680803675,ZTF_r,2,4341202,349,-1,26.0886,1,1,0
2458796.5754745,10.792091318756702,15.274448278370953,ZTF_r,2,4341202,349,-1,26.15,1,1,0
2458796.5803009,-4.179846733353104,10.758210775784702,ZTF_r,2,4341202,349,-1,26.1437,1,1,0
2458796.5851273,11.009515556304635,9.5285148525714,ZTF_r,2,4341202,349,-1,26.1455,1,1,0
2458796.5899537,5.103297378989646,10.456915756316556,ZTF_r,2,4341202,349,-1,26.1359,1,1,0
2458798.5745833,5.985154091947126,14.4316401206091,ZTF_r,2,4341202,349,-1,26.1611,1,1,1
2458798.5796412,11.91956576239411,11.197527433002511,ZTF_r,2,4341202,349,-1,26.1476,1,1,0
2458798.5846991,-2.1375856399586826,10.96547031029562,ZTF_r,2,4341202,349,-1,26.1338,1,1,0
2458798.5897454,-0.007309097764740965,11.185413831092342,ZTF_r,2,4341202,349,-1,26.1245,1,1,0
2458798.5969907,0.2700076590424865,18.086582094229282,ZTF_g,1,4341201,74,-1,25.9316,0,1,0
2458802.5716898,-3.8009378759645314,9.730573057567648,ZTF_r,2,4341202,349,-1,26.1478,1,1,0
2458802.5766319,5.149828104487983,7.266344296783142,ZTF_r,2,4341202,349,-1,26.1362,1,1,0
2458802.5815625,-7.773122581174273,5.604467763382008,ZTF_r,2,4341202,349,-1,26.1359,1,1,0
2458802.5864931,4.592911748346642,6.40047891860478,ZTF_r,2,4341202,349,-1,26.1036,1,1,0
2458804.5704745,-5.881759375124556,26.81528466316706,ZTF_r,2,4341202,349,-1,26.0974,1,1,1
2458804.5753125,6.036075524801765,19.36681544000745,ZTF_r,2,4341202,349,-1,26.0769,1,1,0
2458804.5801505,2.7802613792776536,15.461004729978121,ZTF_r,2,4341202,349,-1,26.0431,1,1,0
2458804.5849884,21.153340196157,12.821531868592237,ZTF_r,2,4341202,349,-1,26.0658,1,1,0
2458874.0590046,-0.8597693391058139,5.332497775964084,ZTF_r,2,4341202,349,-1,26.2513,1,1,1
2458874.0640162,-4.189145634484742,4.972239090467116,ZTF_r,2,4341202,349,-1,26.2671,1,1,0
2458874.0690394,2.9314039551815934,5.285541087200605,ZTF_r,2,4341202,349,-1,26.2855,1,1,0
2458874.0740625,5.21390210921947,7.0397447840506,ZTF_r,2,4341202,349,-1,26.3019,1,1,0
2458876.0570833,4.581186432691967,6.999209219811917,ZTF_r,2,4341202,349,-1,26.2224,1,1,0
2458876.0620718,-0.9774665521716883,8.097127581091879,ZTF_r,2,4341202,349,-1,26.2611,1,1,0
2458876.0670718,1.0705082123584404,9.201521318815095,ZTF_r,2,4341202,349,-1,26.2656,1,1,0
2458876.0720718,-12.570689185936525,10.492686072154969,ZTF_r,2,4341202,349,-1,26.2572,1,1,0
2458878.0585532,14.493443524010354,5.880610558896454,ZTF_r,2,4341202,349,-1,26.2501,1,1,0
2458878.0634722,4.467727655570034,7.374561097981706,ZTF_r,2,4341202,349,-1,26.2813,1,1,0
2458878.0684028,7.429018843032761,7.909316093722793,ZTF_r,2,4341202,349,-1,26.271,1,1,0
2458878.0749074,-11.172585373910332,12.057066701108054,ZTF_r,2,4341202,349,-1,26.2648,1,1,0
2458880.0578588,0.6383517081363059,9.547305307600451,ZTF_r,2,4341202,349,-1,26.2398,1,1,1
2458880.0628935,-5.343491027985714,9.69766460594478,ZTF_r,2,4341202,349,-1,26.2532,1,1,1
2458880.0679398,0.9875265730437437,12.031913304491106,ZTF_r,2,4341202,349,-1,26.244,1,1,1
2458886.0588889,-4.481236145842464,5.772486711148791,ZTF_r,2,4341202,349,-1,26.3041,1,1,0
2458886.0639005,-0.6901914689666081,5.4152420801184125,ZTF_r,2,4341202,349,-1,26.3156,1,1,0
2458886.068912,2.8410861922408857,6.599770057668459,ZTF_r,2,4341202,349,-1,26.3157,1,1,0
2458886.068912,2.8410861922408857,6.599770057668459,ZTF_r,2,4341202,349,-1,26.3157,1,1,0
